Unnamed: 0,player,position,position_id,date,team,opp,score,fpts,min,starts
4,Anwar El Ghazi,"M,F",5.0,Jul 5,AVL,@LIV,L 0-2,7.6,74,1
5,Anwar El Ghazi,"M,F",5.0,Jun 27,AVL,WOL,L 0-1,1.5,8,0
6,Anwar El Ghazi,"M,F",5.0,Jun 24,AVL,@NEW,T 1-1,7.75,70,1
7,Anwar El Ghazi,"M,F",5.0,Jun 21,AVL,CHE,L 1-2,5.75,70,1
8,Anwar El Ghazi,"M,F",5.0,Jun 17,AVL,SHU,T 0-0,5.25,69,1
9,Anwar El Ghazi,"M,F",5.0,Mar 9,AVL,@LEI,L 0-4,2.5,27,0
10,Anwar El Ghazi,"M,F",5.0,Feb 22,AVL,@SOU,L 0-2,4.25,28,1
11,Anwar El Ghazi,"M,F",5.0,Feb 16,AVL,TOT,L 2-3,10.25,70,1
12,Anwar El Ghazi,"M,F",5.0,Feb 1,AVL,@BOU,L 1-2,6.0,58,1
13,Anwar El Ghazi,"M,F",5.0,Jan 21,AVL,WAT,W 2-1,6.5,90,1
14,Anwar El Ghazi,"M,F",5.0,Jan 18,AVL,@BHA,T 1-1,5.5,90,1
15,Anwar El Ghazi,"M,F",5.0,Jan 12,AVL,MCI,L 1-6,13.5,90,1
16,Anwar El Ghazi,"M,F",5.0,Dec 28,AVL,@WAT,L 0-3,2.25,45,0
17,Anwar El Ghazi,"M,F",5.0,Dec 26,AVL,NOR,W 1-0,7.7,89,1
18,Anwar El Ghazi,"M,F",5.0,Dec 21,AVL,SOU,L 1-3,7.25,68,1
19,Anwar El Ghazi,"M,F",5.0,Dec 14,AVL,@SHU,L 0-2,7.5,80,1
20,Anwar El Ghazi,"M,F",5.0,Dec 8,AVL,LEI,L 1-4,9.0,90,1
21,Anwar El Ghazi,"M,F",5.0,Dec 1,AVL,@MUN,T 2-2,10.75,18,1
22,Anwar El Ghazi,"M,F",5.0,Nov 25,AVL,NEW,W 2-0,18.0,90,1
23,Anwar El Ghazi,"M,F",5.0,Nov 10,AVL,@WOL,L 1-2,12.25,90,1
24,Anwar El Ghazi,"M,F",5.0,Nov 2,AVL,LIV,L 1-2,10.75,90,1
25,Anwar El Ghazi,"M,F",5.0,Oct 26,AVL,@MCI,L 0-3,1.0,6,0
26,Anwar El Ghazi,"M,F",5.0,Oct 19,AVL,BHA,W 2-1,6.0,76,1
27,Anwar El Ghazi,"M,F",5.0,Oct 5,AVL,@NOR,W 5-1,24.35,64,1
28,Anwar El Ghazi,"M,F",5.0,Sep 28,AVL,BUR,T 2-2,12.85,70,1
29,Anwar El Ghazi,"M,F",5.0,Sep 22,AVL,@ARS,L 2-3,15.6,86,1
30,Anwar El Ghazi,"M,F",5.0,Sep 16,AVL,WHU,T 0-0,12.35,90,1
31,Anwar El Ghazi,"M,F",5.0,Aug 23,AVL,EVE,W 2-0,12.75,13,0
32,Anwar El Ghazi,"M,F",5.0,Aug 17,AVL,BOU,L 1-2,4.75,75,1
33,Anwar El Ghazi,"M,F",5.0,Aug 10,AVL,@TOT,L 1-3,5.75,90,1
0,Keinan Davis,"M,F",5.0,Jul 26,AVL,@WHU,T 1-1,1.75,22,0
1,Keinan Davis,"M,F",5.0,Jul 21,AVL,ARS,W 1-0,2.1,18,0
2,Keinan Davis,"M,F",5.0,Jul 16,AVL,@EVE,T 1-1,1.25,26,0
3,Keinan Davis,"M,F",5.0,Jul 12,AVL,CRY,W 2-0,2.5,10,0
4,Keinan Davis,"M,F",5.0,Jul 9,AVL,MUN,L 0-3,0.75,31,0
5,Keinan Davis,"M,F",5.0,Jul 5,AVL,@LIV,L 0-2,5.85,74,1
6,Keinan Davis,"M,F",5.0,Jun 27,AVL,WOL,L 0-1,4.5,82,1
7,Keinan Davis,"M,F",5.0,Jun 24,AVL,@NEW,T 1-1,2.25,20,0
8,Keinan Davis,"M,F",5.0,Jun 21,AVL,CHE,L 1-2,6.5,57,1
9,Keinan Davis,"M,F",5.0,Jun 17,AVL,SHU,T 0-0,6.5,69,1
10,Keinan Davis,"M,F",5.0,Mar 9,AVL,@LEI,L 0-4,1.0,23,0
11,Keinan Davis,"M,F",5.0,Feb 1,AVL,@BOU,L 1-2,12.5,32,0
12,Keinan Davis,"M,F",5.0,Oct 26,AVL,@MCI,L 0-3,2.5,19,0
13,Keinan Davis,"M,F",5.0,Oct 19,AVL,BHA,W 2-1,3.75,14,0
14,Keinan Davis,"M,F",5.0,Sep 28,AVL,BUR,T 2-2,2.0,2,0
15,Keinan Davis,"M,F",5.0,Sep 16,AVL,WHU,T 0-0,1.0,5,0
16,Keinan Davis,"M,F",5.0,Aug 31,AVL,@CRY,L 0-1,5.1,31,0
17,Keinan Davis,"M,F",5.0,Aug 17,AVL,BOU,L 1-2,1.0,3,0
0,Jonathan Kodjia,F,6.0,Jan 1,AVL,@BUR,W 2-1,2.0,19,0
1,Jonathan Kodjia,F,6.0,Dec 28,AVL,@WAT,L 0-3,1.0,18,0
2,Jonathan Kodjia,F,6.0,Dec 21,AVL,SOU,L 1-3,1.25,34,0
3,Jonathan Kodjia,F,6.0,Dec 14,AVL,@SHU,L 0-2,1.5,21,0
4,Jonathan Kodjia,F,6.0,Nov 2,AVL,LIV,L 1-2,1.35,4,0
5,Jonathan Kodjia,F,6.0,Aug 10,AVL,@TOT,L 1-3,2.25,16,0
0,Wesley,F,6.0,Jan 1,AVL,@BUR,W 2-1,15.05,71,1
1,Wesley,F,6.0,Dec 28,AVL,@WAT,L 0-3,6.75,90,1
2,Wesley,F,6.0,Dec 26,AVL,NOR,W 1-0,5.5,90,1
3,Wesley,F,6.0,Dec 21,AVL,SOU,L 1-3,5.5,90,1
4,Wesley,F,6.0,Dec 14,AVL,@SHU,L 0-2,7.35,69,1
5,Wesley,F,6.0,Dec 8,AVL,LEI,L 1-4,5.2,90,1
6,Wesley,F,6.0,Dec 4,AVL,@CHE,L 1-2,5.95,90,1
7,Wesley,F,6.0,Dec 1,AVL,@MUN,T 2-2,6.9,90,1
8,Wesley,F,6.0,Nov 25,AVL,NEW,W 2-0,6.5,90,1
9,Wesley,F,6.0,Nov 10,AVL,@WOL,L 1-2,8.05,90,1
10,Wesley,F,6.0,Nov 2,AVL,LIV,L 1-2,3.5,86,1
11,Wesley,F,6.0,Oct 26,AVL,@MCI,L 0-3,3.0,71,1
12,Wesley,F,6.0,Oct 19,AVL,BHA,W 2-1,4.0,76,1
13,Wesley,F,6.0,Oct 5,AVL,@NOR,W 5-1,31.4,90,1
14,Wesley,F,6.0,Sep 28,AVL,BUR,T 2-2,4.0,88,1
15,Wesley,F,6.0,Sep 22,AVL,@ARS,L 2-3,16.0,90,1
16,Wesley,F,6.0,Sep 16,AVL,WHU,T 0-0,6.85,90,1
17,Wesley,F,6.0,Aug 31,AVL,@CRY,L 0-1,7.35,85,1
18,Wesley,F,6.0,Aug 23,AVL,EVE,W 2-0,15.25,90,1
19,Wesley,F,6.0,Aug 17,AVL,BOU,L 1-2,7.35,90,1
20,Wesley,F,6.0,Aug 10,AVL,@TOT,L 1-3,3.1,74,1
0,Borja Baston,F,6.0,Feb 22,AVL,@SOU,L 0-2,1.25,9,0
1,Borja Baston,F,6.0,Feb 16,AVL,TOT,L 2-3,1.0,7,0
0,Mbwana Samatta,F,6.0,Jul 26,AVL,@WHU,T 1-1,6.0,68,1
1,Mbwana Samatta,F,6.0,Jul 21,AVL,ARS,W 1-0,4.5,72,1
2,Mbwana Samatta,F,6.0,Jul 16,AVL,@EVE,T 1-1,2.6,64,1
3,Mbwana Samatta,F,6.0,Jul 12,AVL,CRY,W 2-0,4.75,80,1
4,Mbwana Samatta,F,6.0,Jul 9,AVL,MUN,L 0-3,5.25,59,1
5,Mbwana Samatta,F,6.0,Jul 5,AVL,@LIV,L 0-2,3.6,16,0
6,Mbwana Samatta,F,6.0,Jun 27,AVL,WOL,L 0-1,8.75,90,1
7,Mbwana Samatta,F,6.0,Jun 24,AVL,@NEW,T 1-1,7.55,90,1
8,Mbwana Samatta,F,6.0,Jun 21,AVL,CHE,L 1-2,1.5,33,0
9,Mbwana Samatta,F,6.0,Jun 17,AVL,SHU,T 0-0,0.75,21,0
10,Mbwana Samatta,F,6.0,Mar 9,AVL,@LEI,L 0-4,5.0,90,1
11,Mbwana Samatta,F,6.0,Feb 22,AVL,@SOU,L 0-2,5.35,90,1
12,Mbwana Samatta,F,6.0,Feb 16,AVL,TOT,L 2-3,6.75,83,1
13,Mbwana Samatta,F,6.0,Feb 1,AVL,@BOU,L 1-2,17.0,90,1
0,Indiana Vassilev,F,6.0,Jul 9,AVL,MUN,L 0-3,1.0,6,0
1,Indiana Vassilev,F,6.0,Jul 5,AVL,@LIV,L 0-2,1.0,5,0
2,Indiana Vassilev,F,6.0,Jan 21,AVL,WAT,W 2-1,1.0,13,0
3,Indiana Vassilev,F,6.0,Jan 18,AVL,@BHA,T 1-1,1.25,23,0
0,Mat Ryan,G,1.0,Jul 26,BHA,@BUR,W 2-1,7.5,90,1
1,Mat Ryan,G,1.0,Jul 20,BHA,NEW,T 0-0,13.0,90,1
2,Mat Ryan,G,1.0,Jul 16,BHA,@SOU,T 1-1,11.25,90,1
3,Mat Ryan,G,1.0,Jul 11,BHA,MCI,L 0-5,7.5,90,1
4,Mat Ryan,G,1.0,Jul 8,BHA,LIV,L 1-3,14.5,90,1
5,Mat Ryan,G,1.0,Jul 4,BHA,@NOR,W 1-0,13.0,90,1
6,Mat Ryan,G,1.0,Jun 30,BHA,MUN,L 0-3,8.0,90,1
7,Mat Ryan,G,1.0,Jun 23,BHA,@LEI,T 0-0,15.0,90,1
8,Mat Ryan,G,1.0,Jun 20,BHA,ARS,W 2-1,13.0,90,1
9,Mat Ryan,G,1.0,Mar 7,BHA,@WOL,T 0-0,14.5,90,1
10,Mat Ryan,G,1.0,Feb 29,BHA,CRY,L 0-1,7.0,90,1
11,Mat Ryan,G,1.0,Feb 22,BHA,@SHU,T 1-1,8.5,90,1
12,Mat Ryan,G,1.0,Feb 8,BHA,WAT,T 1-1,5.0,90,1
13,Mat Ryan,G,1.0,Feb 1,BHA,@WHU,T 3-3,10.25,90,1
14,Mat Ryan,G,1.0,Jan 21,BHA,@BOU,L 1-3,6.25,90,1
15,Mat Ryan,G,1.0,Jan 18,BHA,AVL,T 1-1,8.25,90,1
16,Mat Ryan,G,1.0,Jan 11,BHA,@EVE,L 0-1,13.0,90,1
17,Mat Ryan,G,1.0,Jan 1,BHA,CHE,T 1-1,9.0,90,1
18,Mat Ryan,G,1.0,Dec 28,BHA,BOU,W 2-0,15.0,90,1
19,Mat Ryan,G,1.0,Dec 26,BHA,@TOT,L 1-2,8.75,90,1
20,Mat Ryan,G,1.0,Dec 21,BHA,SHU,L 0-1,5.0,90,1
21,Mat Ryan,G,1.0,Dec 16,BHA,@CRY,T 1-1,9.0,90,1
22,Mat Ryan,G,1.0,Dec 8,BHA,WOL,T 2-2,10.75,90,1
23,Mat Ryan,G,1.0,Dec 5,BHA,@ARS,W 2-1,11.0,90,1
24,Mat Ryan,G,1.0,Nov 30,BHA,@LIV,L 1-2,12.5,90,1
25,Mat Ryan,G,1.0,Nov 23,BHA,LEI,L 0-2,16.75,90,1
26,Mat Ryan,G,1.0,Nov 10,BHA,@MUN,L 1-3,21.0,90,1
27,Mat Ryan,G,1.0,Nov 2,BHA,NOR,W 2-0,11.25,90,1
28,Mat Ryan,G,1.0,Oct 26,BHA,EVE,W 3-2,12.5,90,1
29,Mat Ryan,G,1.0,Oct 19,BHA,@AVL,L 1-2,15.75,90,1
30,Mat Ryan,G,1.0,Oct 5,BHA,TOT,W 3-0,17.0,90,1
31,Mat Ryan,G,1.0,Sep 28,BHA,@CHE,L 0-2,16.75,90,1
32,Mat Ryan,G,1.0,Sep 21,BHA,@NEW,T 0-0,20.0,90,1
33,Mat Ryan,G,1.0,Sep 14,BHA,BUR,T 1-1,3.0,90,1
34,Mat Ryan,G,1.0,Aug 31,BHA,@MCI,L 0-4,6.0,90,1
35,Mat Ryan,G,1.0,Aug 24,BHA,SOU,L 0-2,6.5,90,1
36,Mat Ryan,G,1.0,Aug 17,BHA,WHU,T 1-1,7.0,90,1
37,Mat Ryan,G,1.0,Aug 10,BHA,@WAT,W 3-0,17.5,90,1
0,Tariq Lamptey,D,2.0,Jul 26,BHA,@BUR,W 2-1,15.05,90,1
1,Tariq Lamptey,D,2.0,Jul 20,BHA,NEW,T 0-0,12.3,86,1
2,Tariq Lamptey,D,2.0,Jul 16,BHA,@SOU,T 1-1,8.1,68,1
3,Tariq Lamptey,D,2.0,Jul 11,BHA,MCI,L 0-5,2.0,31,0
4,Tariq Lamptey,D,2.0,Jul 8,BHA,LIV,L 1-3,15.15,90,1
5,Tariq Lamptey,D,2.0,Jul 4,BHA,@NOR,W 1-0,17.3,89,1
6,Tariq Lamptey,D,2.0,Jun 30,BHA,MUN,L 0-3,1.3,45,1
7,Tariq Lamptey,D,2.0,Jun 23,BHA,@LEI,T 0-0,19.05,90,1
8,Tariq Lamptey,D,2.0,Dec 29,CHE,@ARS,W 2-1,4.3,31,0
0,Ezequiel Schelotto,D,2.0,Jun 20,BHA,ARS,W 2-1,6.4,71,1
1,Ezequiel Schelotto,D,2.0,Feb 22,BHA,@SHU,T 1-1,8.6,75,1
2,Ezequiel Schelotto,D,2.0,Feb 8,BHA,WAT,T 1-1,2.2,73,1
3,Ezequiel Schelotto,D,2.0,Feb 1,BHA,@WHU,T 3-3,2.55,18,0
4,Ezequiel Schelotto,D,2.0,Dec 26,BHA,@TOT,L 1-2,7.6,83,1
5,Ezequiel Schelotto,D,2.0,Nov 23,BHA,LEI,L 0-2,1.1,13,0
6,Ezequiel Schelotto,D,2.0,Nov 2,BHA,NOR,W 2-0,1.25,4,0
7,Ezequiel Schelotto,D,2.0,Oct 26,BHA,EVE,W 3-2,0.0,25,0
0,Shane Duffy,D,2.0,Jul 20,BHA,NEW,T 0-0,1.85,4,0
1,Shane Duffy,D,2.0,Jul 4,BHA,@NOR,W 1-0,0.75,1,0
2,Shane Duffy,D,2.0,Jun 30,BHA,MUN,L 0-3,4.1,90,1
3,Shane Duffy,D,2.0,Jun 23,BHA,@LEI,T 0-0,11.7,66,0
4,Shane Duffy,D,2.0,Feb 22,BHA,@SHU,T 1-1,9.4,90,1
5,Shane Duffy,D,2.0,Feb 8,BHA,WAT,T 1-1,9.25,90,1
6,Shane Duffy,D,2.0,Jan 11,BHA,@EVE,L 0-1,5.55,90,1
7,Shane Duffy,D,2.0,Dec 28,BHA,BOU,W 2-0,13.2,90,1
8,Shane Duffy,D,2.0,Dec 26,BHA,@TOT,L 1-2,6.65,90,1
9,Shane Duffy,D,2.0,Dec 16,BHA,@CRY,T 1-1,1.25,5,0
10,Shane Duffy,D,2.0,Dec 5,BHA,@ARS,W 2-1,1.1,2,0
11,Shane Duffy,D,2.0,Nov 23,BHA,LEI,L 0-2,3.8,90,1
12,Shane Duffy,D,2.0,Nov 10,BHA,@MUN,L 1-3,8.45,90,1
13,Shane Duffy,D,2.0,Nov 2,BHA,NOR,W 2-0,14.9,54,0
14,Shane Duffy,D,2.0,Oct 19,BHA,@AVL,L 1-2,1.9,20,0
15,Shane Duffy,D,2.0,Sep 14,BHA,BUR,T 1-1,9.8,90,1
16,Shane Duffy,D,2.0,Aug 24,BHA,SOU,L 0-2,9.8,90,1
17,Shane Duffy,D,2.0,Aug 17,BHA,WHU,T 1-1,5.6,90,1
18,Shane Duffy,D,2.0,Aug 10,BHA,@WAT,W 3-0,19.5,90,1
0,Adam Webster,D,2.0,Jul 26,BHA,@BUR,W 2-1,8.4,90,1
1,Adam Webster,D,2.0,Jul 20,BHA,NEW,T 0-0,16.05,90,1
2,Adam Webster,D,2.0,Jul 16,BHA,@SOU,T 1-1,9.3,90,1
3,Adam Webster,D,2.0,Jul 11,BHA,MCI,L 0-5,3.75,90,1
4,Adam Webster,D,2.0,Jul 8,BHA,LIV,L 1-3,6.5,90,1
5,Adam Webster,D,2.0,Jul 4,BHA,@NOR,W 1-0,12.6,90,1
6,Adam Webster,D,2.0,Jun 23,BHA,@LEI,T 0-0,1.1,24,1
7,Adam Webster,D,2.0,Jun 20,BHA,ARS,W 2-1,7.4,90,1
8,Adam Webster,D,2.0,Mar 7,BHA,@WOL,T 0-0,14.85,90,1
9,Adam Webster,D,2.0,Feb 29,BHA,CRY,L 0-1,11.55,90,1
10,Adam Webster,D,2.0,Feb 22,BHA,@SHU,T 1-1,13.65,90,1
11,Adam Webster,D,2.0,Feb 1,BHA,@WHU,T 3-3,5.3,90,1
12,Adam Webster,D,2.0,Jan 21,BHA,@BOU,L 1-3,7.05,90,1
13,Adam Webster,D,2.0,Jan 18,BHA,AVL,T 1-1,9.25,90,1
14,Adam Webster,D,2.0,Jan 11,BHA,@EVE,L 0-1,5.8,90,1
15,Adam Webster,D,2.0,Jan 1,BHA,CHE,T 1-1,10.6,90,1
16,Adam Webster,D,2.0,Dec 26,BHA,@TOT,L 1-2,21.85,90,1
17,Adam Webster,D,2.0,Dec 21,BHA,SHU,L 0-1,9.05,90,1
18,Adam Webster,D,2.0,Dec 16,BHA,@CRY,T 1-1,8.75,90,1
19,Adam Webster,D,2.0,Dec 8,BHA,WOL,T 2-2,5.8,90,1
20,Adam Webster,D,2.0,Dec 5,BHA,@ARS,W 2-1,20.15,90,1
21,Adam Webster,D,2.0,Nov 30,BHA,@LIV,L 1-2,7.15,90,1
22,Adam Webster,D,2.0,Nov 23,BHA,LEI,L 0-2,4.3,90,1
23,Adam Webster,D,2.0,Nov 2,BHA,NOR,W 2-0,2.75,36,1
24,Adam Webster,D,2.0,Oct 26,BHA,EVE,W 3-2,4.3,90,1
25,Adam Webster,D,2.0,Oct 19,BHA,@AVL,L 1-2,16.2,90,1
26,Adam Webster,D,2.0,Oct 5,BHA,TOT,W 3-0,19.95,90,1
27,Adam Webster,D,2.0,Sep 28,BHA,@CHE,L 0-2,7.35,90,1
28,Adam Webster,D,2.0,Sep 21,BHA,@NEW,T 0-0,17.7,90,1
29,Adam Webster,D,2.0,Sep 14,BHA,BUR,T 1-1,8.8,90,1
30,Adam Webster,D,2.0,Aug 31,BHA,@MCI,L 0-4,5.0,90,1
0,Lewis Dunk,D,2.0,Jul 26,BHA,@BUR,W 2-1,7.7,90,1
1,Lewis Dunk,D,2.0,Jul 20,BHA,NEW,T 0-0,15.35,90,1
2,Lewis Dunk,D,2.0,Jul 16,BHA,@SOU,T 1-1,10.85,90,1
3,Lewis Dunk,D,2.0,Jul 11,BHA,MCI,L 0-5,4.55,90,1
4,Lewis Dunk,D,2.0,Jul 8,BHA,LIV,L 1-3,3.8,90,1
5,Lewis Dunk,D,2.0,Jul 4,BHA,@NOR,W 1-0,15.05,90,1
6,Lewis Dunk,D,2.0,Jun 30,BHA,MUN,L 0-3,7.35,81,1
7,Lewis Dunk,D,2.0,Jun 23,BHA,@LEI,T 0-0,13.65,90,1
8,Lewis Dunk,D,2.0,Jun 20,BHA,ARS,W 2-1,15.15,90,1
9,Lewis Dunk,D,2.0,Mar 7,BHA,@WOL,T 0-0,13.15,90,1
10,Lewis Dunk,D,2.0,Feb 29,BHA,CRY,L 0-1,9.05,90,1
11,Lewis Dunk,D,2.0,Feb 22,BHA,@SHU,T 1-1,7.6,90,1
12,Lewis Dunk,D,2.0,Feb 8,BHA,WAT,T 1-1,6.75,90,1
13,Lewis Dunk,D,2.0,Feb 1,BHA,@WHU,T 3-3,5.05,90,1
14,Lewis Dunk,D,2.0,Jan 21,BHA,@BOU,L 1-3,10.05,90,1
15,Lewis Dunk,D,2.0,Jan 18,BHA,AVL,T 1-1,5.3,90,1
16,Lewis Dunk,D,2.0,Jan 11,BHA,@EVE,L 0-1,10.2,90,1
17,Lewis Dunk,D,2.0,Jan 1,BHA,CHE,T 1-1,14.6,90,1
18,Lewis Dunk,D,2.0,Dec 28,BHA,BOU,W 2-0,15.0,90,1
19,Lewis Dunk,D,2.0,Dec 21,BHA,SHU,L 0-1,9.45,90,1
20,Lewis Dunk,D,2.0,Dec 16,BHA,@CRY,T 1-1,6.2,90,1
21,Lewis Dunk,D,2.0,Dec 8,BHA,WOL,T 2-2,5.1,90,1
22,Lewis Dunk,D,2.0,Dec 5,BHA,@ARS,W 2-1,6.7,90,1
23,Lewis Dunk,D,2.0,Nov 30,BHA,@LIV,L 1-2,19.3,90,1
24,Lewis Dunk,D,2.0,Nov 10,BHA,@MUN,L 1-3,14.35,90,1
25,Lewis Dunk,D,2.0,Nov 2,BHA,NOR,W 2-0,20.65,90,1
26,Lewis Dunk,D,2.0,Oct 26,BHA,EVE,W 3-2,8.05,90,1
27,Lewis Dunk,D,2.0,Oct 19,BHA,@AVL,L 1-2,6.7,90,1
28,Lewis Dunk,D,2.0,Oct 5,BHA,TOT,W 3-0,19.3,90,1
29,Lewis Dunk,D,2.0,Sep 28,BHA,@CHE,L 0-2,7.3,90,1
30,Lewis Dunk,D,2.0,Sep 21,BHA,@NEW,T 0-0,15.15,90,1
31,Lewis Dunk,D,2.0,Sep 14,BHA,BUR,T 1-1,7.55,90,1
32,Lewis Dunk,D,2.0,Aug 31,BHA,@MCI,L 0-4,1.6,90,1
33,Lewis Dunk,D,2.0,Aug 24,BHA,SOU,L 0-2,7.4,90,1
34,Lewis Dunk,D,2.0,Aug 17,BHA,WHU,T 1-1,12.05,90,1
35,Lewis Dunk,D,2.0,Aug 10,BHA,@WAT,W 3-0,22.25,90,1
0,Dan Burn,D,2.0,Jul 26,BHA,@BUR,W 2-1,7.8,90,1
1,Dan Burn,D,2.0,Jul 20,BHA,NEW,T 0-0,17.4,90,1
2,Dan Burn,D,2.0,Jul 16,BHA,@SOU,T 1-1,12.95,90,1
3,Dan Burn,D,2.0,Jul 11,BHA,MCI,L 0-5,1.3,12,0
4,Dan Burn,D,2.0,Jul 8,BHA,LIV,L 1-3,6.75,90,1
5,Dan Burn,D,2.0,Jul 4,BHA,@NOR,W 1-0,13.7,90,1
6,Dan Burn,D,2.0,Jun 30,BHA,MUN,L 0-3,3.55,90,1
7,Dan Burn,D,2.0,Jun 23,BHA,@LEI,T 0-0,14.35,90,1
8,Dan Burn,D,2.0,Jun 20,BHA,ARS,W 2-1,3.55,90,1
9,Dan Burn,D,2.0,Mar 7,BHA,@WOL,T 0-0,14.6,90,1
10,Dan Burn,D,2.0,Feb 29,BHA,CRY,L 0-1,11.85,90,1
11,Dan Burn,D,2.0,Feb 22,BHA,@SHU,T 1-1,8.95,90,1
12,Dan Burn,D,2.0,Feb 8,BHA,WAT,T 1-1,3.65,57,1
13,Dan Burn,D,2.0,Jan 1,BHA,CHE,T 1-1,2.5,22,1
14,Dan Burn,D,2.0,Dec 28,BHA,BOU,W 2-0,18.15,90,1
15,Dan Burn,D,2.0,Dec 26,BHA,@TOT,L 1-2,6.45,90,1
16,Dan Burn,D,2.0,Dec 21,BHA,SHU,L 0-1,10.6,90,1
17,Dan Burn,D,2.0,Dec 16,BHA,@CRY,T 1-1,9.9,90,1
18,Dan Burn,D,2.0,Dec 8,BHA,WOL,T 2-2,5.1,90,1
19,Dan Burn,D,2.0,Dec 5,BHA,@ARS,W 2-1,11.35,90,1
20,Dan Burn,D,2.0,Nov 30,BHA,@LIV,L 1-2,11.25,90,1
21,Dan Burn,D,2.0,Nov 23,BHA,LEI,L 0-2,12.65,90,1
22,Dan Burn,D,2.0,Nov 10,BHA,@MUN,L 1-3,2.85,90,1
23,Dan Burn,D,2.0,Nov 2,BHA,NOR,W 2-0,14.5,90,1
24,Dan Burn,D,2.0,Oct 26,BHA,EVE,W 3-2,12.4,90,1
25,Dan Burn,D,2.0,Oct 19,BHA,@AVL,L 1-2,9.5,90,1
26,Dan Burn,D,2.0,Oct 5,BHA,TOT,W 3-0,19.45,90,1
27,Dan Burn,D,2.0,Sep 28,BHA,@CHE,L 0-2,8.5,90,1
28,Dan Burn,D,2.0,Sep 21,BHA,@NEW,T 0-0,15.0,90,1
29,Dan Burn,D,2.0,Sep 14,BHA,BUR,T 1-1,6.0,90,1
30,Dan Burn,D,2.0,Aug 31,BHA,@MCI,L 0-4,7.2,90,1
31,Dan Burn,D,2.0,Aug 24,BHA,SOU,L 0-2,7.5,90,1
32,Dan Burn,D,2.0,Aug 17,BHA,WHU,T 1-1,13.55,90,1
33,Dan Burn,D,2.0,Aug 10,BHA,@WAT,W 3-0,15.1,90,1
0,Bernardo,D,2.0,Jul 26,BHA,@BUR,W 2-1,0.7,17,0
1,Bernardo,D,2.0,Jul 11,BHA,MCI,L 0-5,6.15,90,1
2,Bernardo,D,2.0,Jul 4,BHA,@NOR,W 1-0,1.85,18,0
3,Bernardo,D,2.0,Jun 30,BHA,MUN,L 0-3,1.2,9,0
4,Bernardo,D,2.0,Feb 22,BHA,@SHU,T 1-1,0.7,1,0
5,Bernardo,D,2.0,Feb 1,BHA,@WHU,T 3-3,7.4,90,1
6,Bernardo,D,2.0,Jan 21,BHA,@BOU,L 1-3,3.7,60,1
7,Bernardo,D,2.0,Jan 18,BHA,AVL,T 1-1,13.0,90,1
8,Bernardo,D,2.0,Jan 11,BHA,@EVE,L 0-1,7.6,90,1
9,Bernardo,D,2.0,Jan 1,BHA,CHE,T 1-1,14.25,68,0
10,Bernardo,D,2.0,Dec 26,BHA,@TOT,L 1-2,13.4,76,1
11,Bernardo,D,2.0,Dec 16,BHA,@CRY,T 1-1,0.5,1,0
12,Bernardo,D,2.0,Aug 31,BHA,@MCI,L 0-4,6.3,67,1
13,Bernardo,D,2.0,Aug 10,BHA,@WAT,W 3-0,0.5,1,0
0,Gaetan Bong,D,2.0,Oct 5,BHA,TOT,W 3-0,1.0,2,0
1,Gaetan Bong,D,2.0,Sep 28,BHA,@CHE,L 0-2,4.8,45,0
2,Gaetan Bong,D,2.0,Sep 21,BHA,@NEW,T 0-0,1.0,9,0
3,Gaetan Bong,D,2.0,Sep 14,BHA,BUR,T 1-1,0.5,1,0
0,Martin Montoya,"D,M",3.0,Jul 16,BHA,@SOU,T 1-1,1.6,22,0
1,Martin Montoya,"D,M",3.0,Jul 11,BHA,MCI,L 0-5,3.9,59,1
2,Martin Montoya,"D,M",3.0,Jun 30,BHA,MUN,L 0-3,3.4,90,1
3,Martin Montoya,"D,M",3.0,Jun 20,BHA,ARS,W 2-1,1.8,19,0
4,Martin Montoya,"D,M",3.0,Mar 7,BHA,@WOL,T 0-0,11.85,90,1
5,Martin Montoya,"D,M",3.0,Feb 29,BHA,CRY,L 0-1,7.9,78,1
6,Martin Montoya,"D,M",3.0,Feb 1,BHA,@WHU,T 3-3,6.45,72,1
7,Martin Montoya,"D,M",3.0,Jan 18,BHA,AVL,T 1-1,1.0,22,0
8,Martin Montoya,"D,M",3.0,Jan 11,BHA,@EVE,L 0-1,5.9,62,1
9,Martin Montoya,"D,M",3.0,Jan 1,BHA,CHE,T 1-1,9.4,90,1
10,Martin Montoya,"D,M",3.0,Dec 28,BHA,BOU,W 2-0,16.8,90,1
11,Martin Montoya,"D,M",3.0,Dec 21,BHA,SHU,L 0-1,5.5,56,1
12,Martin Montoya,"D,M",3.0,Dec 16,BHA,@CRY,T 1-1,12.55,90,1
13,Martin Montoya,"D,M",3.0,Dec 5,BHA,@ARS,W 2-1,1.4,14,0
14,Martin Montoya,"D,M",3.0,Nov 30,BHA,@LIV,L 1-2,6.35,69,1
15,Martin Montoya,"D,M",3.0,Nov 23,BHA,LEI,L 0-2,6.4,77,1
16,Martin Montoya,"D,M",3.0,Nov 10,BHA,@MUN,L 1-3,-0.6,45,1
17,Martin Montoya,"D,M",3.0,Nov 2,BHA,NOR,W 2-0,30.8,90,1
18,Martin Montoya,"D,M",3.0,Oct 26,BHA,EVE,W 3-2,3.1,65,1
